,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Months_sels,City name,total_seals_per_months,sell Hour,sell Munites,Time Frequency,Grouped_products
65109,159979,AAA Batteries (4-pack),1,2.99,2019-02-12 12:32:00,"309 5th St, New York City, NY 10001",2,  New York City (NY),2.99,12,32,1,"AAA Batteries (4-pack),AA Batteries (4-pack)"
65110,159979,AA Batteries (4-pack),1,3.84,2019-02-12 12:32:00,"309 5th St, New York City, NY 10001",2,  New York City (NY),3.84,12,32,1,"AAA Batteries (4-pack),AA Batteries (4-pack)"
65152,160021,iPhone,1,700.0,2019-02-19 18:36:00,"722 Center St, Seattle, WA 98101",2,  Seattle (WA),700.0,18,36,1,"iPhone,Wired Headphones"
65153,160021,Wired Headphones,1,11.99,2019-02-19 18:36:00,"722 Center St, Seattle, WA 98101",2,  Seattle (WA),11.99,18,36,1,"iPhone,Wired Headphones"
65187,160055,Google Phone,1,600.0,2019-02-08 16:27:00,"93 11th St, San Francisco, CA 94016",2,  San Francisco (CA),600.0,16,27,1,"Google Phone,USB-C Charging Cable,Wired Headphones"
65188,160055,USB-C Charging Cable,1,11.95,2019-02-08 16:27:00,"93 11th St, San Francisco, CA 94016",2,  San Francisco (CA),11.95,16,27,1,"Google Phone,USB-C Charging Cable,Wired Headphones"
65189,160055,Wired Headphones,1,11.99,2019-02-08 16:27:00,"93 11th St, San Francisco, CA 94016",2,  San Francisco (CA),11.99,16,27,1,"Google Phone,USB-C Charging Cable,Wired Headphones"
65313,160179,Google Phone,1,600.0,2019-02-26 08:44:00,"156 11th St, Boston, MA 02215",2,  Boston (MA),600.0,8,44,1,"Google Phone,USB-C Charging Cable"
65314,160179,USB-C Charging Cable,1,11.95,2019-02-26 08:44:00,"156 11th St, Boston, MA 02215",2,  Boston (MA),11.95,8,44,1,"Google Phone,USB-C Charging Cable"
65399,160264,Vareebadd Phone,1,400.0,2019-02-26 17:09:00,"675 14th St, Austin, TX 73301",2,  Austin (TX),400.0,17,9,1,"Vareebadd Phone,USB-C Charging Cable"
65400,160264,USB-C Charging Cable,1,11.95,2019-02-26 17:09:00,"675 14th St, Austin, TX 73301",2,  Austin (TX),11.95,17,9,1,"Vareebadd Phone,USB-C Charging Cable"
65434,160298,USB-C Charging Cable,1,11.95,2019-02-04 18:01:00,"63 1st St, New York City, NY 10001",2,  New York City (NY),11.95,18,1,1,"USB-C Charging Cable,Apple Airpods Headphones"
65435,160298,Apple Airpods Headphones,1,150.0,2019-02-04 18:01:00,"63 1st St, New York City, NY 10001",2,  New York City (NY),150.0,18,1,1,"USB-C Charging Cable,Apple Airpods Headphones"
65466,160329,AAA Batteries (4-pack),3,2.99,2019-02-28 10:12:00,"166 Hill St, Seattle, WA 98101",2,  Seattle (WA),8.97,10,12,1,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
65467,160329,AAA Batteries (4-pack),1,2.99,2019-02-28 10:12:00,"166 Hill St, Seattle, WA 98101",2,  Seattle (WA),2.99,10,12,1,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
65471,160333,iPhone,1,700.0,2019-02-06 22:28:00,"527 Jackson St, Portland, ME 04101",2,  Portland (ME),700.0,22,28,1,"iPhone,Lightning Charging Cable"
65472,160333,Lightning Charging Cable,1,14.95,2019-02-06 22:28:00,"527 Jackson St, Portland, ME 04101",2,  Portland (ME),14.95,22,28,1,"iPhone,Lightning Charging Cable"
65510,160371,Google Phone,1,600.0,2019-02-13 11:31:00,"636 6th St, Dallas, TX 75001",2,  Dallas (TX),600.0,11,31,1,"Google Phone,USB-C Charging Cable"
65511,160371,USB-C Charging Cable,1,11.95,2019-02-13 11:31:00,"636 6th St, Dallas, TX 75001",2,  Dallas (TX),11.95,11,31,1,"Google Phone,USB-C Charging Cable"
65621,160481,27in 4K Gaming Monitor,1,389.99,2019-02-12 08:06:00,"795 Jackson St, Los Angeles, CA 90001",2,  Los Angeles (CA),389.99,8,6,1,"27in 4K Gaming Monitor,AA Batteries (4-pack)"
65622,160481,AA Batteries (4-pack),2,3.84,2019-02-12 08:06:00,"795 Jackson St, Los Angeles, CA 90001",2,  Los Angeles (CA),7.68,8,6,1,"27in 4K Gaming Monitor,AA Batteries (4-pack)"
65679,160538,ThinkPad Laptop,1,999.99,2019-02-27 12:50:00,"950 Adams St, San Francisco, CA 94016",2,  San Francisco (CA),999.99,12,50,1,"ThinkPad Laptop,AA Batteries (4-pack)"
65680,160538,AA Batteries (4-pack),3,3.84,2019-02-27 12:50:00,"950 Adams St, San Francisco, CA 94016",2,  San Francisco (CA),11.52,12,50,1,"ThinkPad Laptop,AA Batteries (4-pack)"
65735,160593,Google Phone,1,600.0,2019-02-05 20:46:00,"61 Maple St, Seattle, WA 98101",2,  Seattle (WA),600.0,20,46,1,"Google Phone,USB-C Charging Cable"
65736,160593,USB-C Charging Cable,1,11.95,2019-02-05 20:46:00,"61 Maple St, Seattle, WA 98101",2,  Seattle (WA),11.95,20,46,1,"Google Phone,USB-C Charging Cable"
65770,160627,AA Batteries (4-pack),1,3.84,2019-02-03 18:14:00,"651 River St, San Francisco, CA 94016",2,  San Francisco (CA),3.84,18,14,1,"AA Batteries (4-pack),27in 4K Gaming Monitor"
65771,160627,27in 4K Gaming Monitor,1,389.99,2019-02-03 18:14:00,"651 River St, San Francisco, CA 94016",2,  San Francisco (CA),389.99,18,14,1,"AA Batteries (4-pack),27in 4K Gaming Monitor"
65800,160656,Bose SoundSport Headphones,1,99.99,2019-02-14 07:34:00,"526 Lincoln St, New York City, NY 10001",2,  New York City (NY),99.99,7,34,1,"Bose SoundSport Headphones,AA Batteries (4-pack)"
65801,160656,AA Batteries (4-pack),2,3.84,2019-02-14 07:34:00,"526 Lincoln St, New York City, NY 10001",2,  New York City (NY),7.68,7,34,1,"Bose SoundSport Headphones,AA Batteries (4-pack)"
65843,160698,iPhone,1,700.0,2019-02-28 10:38:00,"520 Willow St, San Francisco, CA 94016",2,  San Francisco (CA),700.0,10,38,1,"iPhone,Wired Headphones"
65844,160698,Wired Headphones,1,11.99,2019-02-28 10:38:00,"520 Willow St, San Francisco, CA 94016",2,  San Francisco (CA),11.99,10,38,1,"iPhone,Wired Headphones"
65853,160707,iPhone,1,700.0,2019-02-08 19:19:00,"916 1st St, Austin, TX 73301",2,  Austin (TX),700.0,19,19,1,"iPhone,Wired Headphones"
65854,160707,Wired Headphones,1,11.99,2019-02-08 19:19:00,"916 1st St, Austin, TX 73301",2,  Austin (TX),11.99,19,19,1,"iPhone,Wired Headphones"
65922,160775,iPhone,1,700.0,2019-02-17 15:28:00,"67 1st St, San Francisco, CA 94016",2,  San Francisco (CA),700.0,15,28,1,"iPhone,Lightning Charging Cable"
65923,160775,Lightning Charging Cable,1,14.95,2019-02-17 15:28:00,"67 1st St, San Francisco, CA 94016",2,  San Francisco (CA),14.95,15,28,1,"iPhone,Lightning Charging Cable"
65935,160787,Bose SoundSport Headphones,1,99.99,2019-02-03 14:17:00,"384 11th St, San Francisco, CA 94016",2,  San Francisco (CA),99.99,14,17,1,"Bose SoundSport Headphones,USB-C Charging Cable"
65936,160787,USB-C Charging Cable,2,11.95,2019-02-03 14:17:00,"384 11th St, San Francisco, CA 94016",2,  San Francisco (CA),23.9,14,17,1,"Bose SoundSport Headphones,USB-C Charging Cable"
65952,160803,Lightning Charging Cable,1,14.95,2019-02-13 17:09:00,"185 Center St, Dallas, TX 75001",2,  Dallas (TX),14.95,17,9,1,"Lightning Charging Cable,Bose SoundSport Headphones"
65953,160803,Bose SoundSport Headphones,1,99.99,2019-02-13 17:09:00,"185 Center St, Dallas, TX 75001",2,  Dallas (TX),99.99,17,9,1,"Lightning Charging Cable,Bose SoundSport Headphones"
66000,160850,Wired Headphones,1,11.99,2019-02-05 23:46:00,"222 7th St, Los Angeles, CA 90001",2,  Los Angeles (CA),11.99,23,46,1,"Wired Headphones,AA Batteries (4-pack)"
66001,160850,AA Batteries (4-pack),1,3.84,2019-02-05 23:46:00,"222 7th St, Los Angeles, CA 90001",2,  Los Angeles (CA),3.84,23,46,1,"Wired Headphones,AA Batteries (4-pack)"
66002,160851,Lightning Charging Cable,1,14.95,2019-02-07 18:02:00,"115 Lake St, Seattle, WA 98101",2,  Seattle (WA),14.95,18,2,1,"Lightning Charging Cable,27in 4K Gaming Monitor"
66003,160851,27in 4K Gaming Monitor,1,389.99,2019-02-07 18:02:00,"115 Lake St, Seattle, WA 98101",2,  Seattle (WA),389.99,18,2,1,"Lightning Charging Cable,27in 4K Gaming Monitor"
66015,160863,Google Phone,1,600.0,2019-02-22 10:00:00,"199 Johnson St, Dallas, TX 75001",2,  Dallas (TX),600.0,10,0,1,"Google Phone,Wired Headphones"
66016,160863,Wired Headphones,1,11.99,2019-02-22 10:00:00,"199 Johnson St, Dallas, TX 75001",2,  Dallas (TX),11.99,10,0,1,"Google Phone,Wired Headphones"
66026,160873,iPhone,1,700.0,2019-02-10 10:24:00,"702 River St, San Francisco, CA 94016",2,  San Francisco (CA),700.0,10,24,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones,Wired Headphones,Google Phone"
66027,160873,Lightning Charging Cable,1,14.95,2019-02-10 10:24:00,"702 River St, San Francisco, CA 94016",2,  San Francisco (CA),14.95,10,24,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones,Wired Headphones,Google Phone"
66028,160873,Apple Airpods Headphones,1,150.0,2019-02-10 10:24:00,"702 River St, San Francisco, CA 94016",2,  San Francisco (CA),150.0,10,24,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones,Wired Headphones,Google Phone"
66029,160873,Wired Headphones,1,11.99,2019-02-10 10:24:00,"702 River St, San Francisco, CA 94016",2,  San Francisco (CA),11.99,10,24,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones,Wired Headphones,Google Phone"
66030,160873,Google Phone,1,600.0,2019-02-10 10:24:00,"702 River St, San Francisco, CA 94016",2,  San Francisco (CA),600.0,10,24,1,"iPhone,Lightning Charging Cable,Apple Airpods Headphones,Wired Headphones,Google Phone"
66040,160883,Google Phone,1,600.0,2019-02-20 21:01:00,"398 11th St, San Francisco, CA 94016",2,  San Francisco (CA),600.0,21,1,1,"Google Phone,USB-C Charging Cable"
66041,160883,USB-C Charging Cable,1,11.95,2019-02-20 21:01:00,"398 11th St, San Francisco, CA 94016",2,  San Francisco (CA),11.95,21,1,1,"Google Phone,USB-C Charging Cable"
66043,160885,iPhone,1,700.0,2019-02-16 11:03:00,"934 Chestnut St, Los Angeles, CA 90001",2,  Los Angeles (CA),700.0,11,3,1,"iPhone,Lightning Charging Cable"
66044,160885,Lightning Charging Cable,1,14.95,2019-02-16 11:03:00,"934 Chestnut St, Los Angeles, CA 90001",2,  Los Angeles (CA),14.95,11,3,1,"iPhone,Lightning Charging Cable"
66053,160894,AAA Batteries (4-pack),1,2.99,2019-02-24 03:52:00,"634 West St, Portland, OR 97035",2,  Portland (OR),2.99,3,52,1,"AAA Batteries (4-pack),Apple Airpods Headphones"
66054,160894,Apple Airpods Headphones,1,150.0,2019-02-24 03:52:00,"634 West St, Portland, OR 97035",2,  Portland (OR),150.0,3,52,1,"AAA Batteries (4-pack),Apple Airpods Headphones"
66066,160906,AAA Batteries (4-pack),3,2.99,2019-02-17 06:56:00,"474 Lincoln St, Dallas, TX 75001",2,  Dallas (TX),8.97,6,56,1,"AAA Batteries (4-pack),iPhone"
66067,160906,iPhone,1,700.0,2019-02-17 06:56:00,"474 Lincoln St, Dallas, TX 75001",2,  Dallas (TX),700.0,6,56,1,"AAA Batteries (4-pack),iPhone"
66073,160912,27in 4K Gaming Monitor,1,389.99,2019-02-09 23:04:00,"439 River St, Portland, ME 04101",2,  Portland (ME),389.99,23,4,1,"27in 4K Gaming Monitor,USB-C Charging Cable"
66074,160912,USB-C Charging Cable,1,11.95,2019-02-09 23:04:00,"439 River St, Portland, ME 04101",2,  Portland (ME),11.95,23,4,1,"27in 4K Gaming Monitor,USB-C Charging Cable"
66090,160928,Vareebadd Phone,1,400.0,2019-02-13 15:59:00,"242 Walnut St, Los Angeles, CA 90001",2,  Los Angeles (CA),400.0,15,59,1,"Vareebadd Phone,Wired Headphones,27in 4K Gaming Monitor"
66091,160928,Wired Headphones,1,11.99,2019-02-13 15:59:00,"242 Walnut St, Los Angeles, CA 90001",2,  Los Angeles (CA),11.99,15,59,1,"Vareebadd Phone,Wired Headphones,27in 4K Gaming Monitor"
66092,160928,27in 4K Gaming Monitor,1,389.99,2019-02-13 15:59:00,"242 Walnut St, Los Angeles, CA 90001",2,  Los Angeles (CA),389.99,15,59,1,"Vareebadd Phone,Wired Headphones,27in 4K Gaming Monitor"
66125,160961,Google Phone,1,600.0,2019-02-01 19:22:00,"380 Park St, New York City, NY 10001",2,  New York City (NY),600.0,19,22,1,"Google Phone,USB-C Charging Cable"
66126,160961,USB-C Charging Cable,1,11.95,2019-02-01 19:22:00,"380 Park St, New York City, NY 10001",2,  New York City (NY),11.95,19,22,1,"Google Phone,USB-C Charging Cable"
66135,160970,Macbook Pro Laptop,1,1700.0,2019-02-04 08:14:00,"450 Lincoln St, New York City, NY 10001",2,  New York City (NY),1700.0,8,14,1,"Macbook Pro Laptop,27in 4K Gaming Monitor"
66136,160970,27in 4K Gaming Monitor,1,389.99,2019-02-04 08:14:00,"450 Lincoln St, New York City, NY 10001",2,  New York City (NY),389.99,8,14,1,"Macbook Pro Laptop,27in 4K Gaming Monitor"
66181,161015,Google Phone,1,600.0,2019-02-04 22:51:00,"634 Cedar St, Boston, MA 02215",2,  Boston (MA),600.0,22,51,1,"Google Phone,USB-C Charging Cable"
66182,161015,USB-C Charging Cable,1,11.95,2019-02-04 22:51:00,"634 Cedar St, Boston, MA 02215",2,  Boston (MA),11.95,22,51,1,"Google Phone,USB-C Charging Cable"
66257,161090,iPhone,1,700.0,2019-02-01 13:21:00,"680 Maple St, San Francisco, CA 94016",2,  San Francisco (CA),700.0,13,21,1,"iPhone,Wired Headphones"
66258,161090,Wired Headphones,1,11.99,2019-02-01 13:21:00,"680 Maple St, San Francisco, CA 94016",2,  San Francisco (CA),11.99,13,21,1,"iPhone,Wired Headphones"
66268,161100,Google Phone,1,600.0,2019-02-14 12:40:00,"248 6th St, San Francisco, CA 94016",2,  San Francisco (CA),600.0,12,40,1,"Google Phone,Bose SoundSport Headphones"
66269,161100,Bose SoundSport Headphones,1,99.99,2019-02-14 12:40:00,"248 6th St, San Francisco, CA 94016",2,  San Francisco (CA),99.99,12,40,1,"Google Phone,Bose SoundSport Headphones"
66280,161111,27in FHD Monitor,1,149.99,2019-02-10 18:47:00,"926 Lincoln St, Boston, MA 02215",2,  Boston (MA),149.99,18,47,1,"27in FHD Monitor,34in Ultrawide Monitor"
66281,161111,34in Ultrawide Monitor,1,379.99,2019-02-10 18:47:00,"926 Lincoln St, Boston, MA 02215",2,  Boston (MA),379.99,18,47,1,"27in FHD Monitor,34in Ultrawide Monitor"
66319,161149,iPhone,1,700.0,2019-02-19 17:50:00,"228 Highland St, San Francisco, CA 94016",2,  San Francisco (CA),700.0,17,50,1,"iPhone,Lightning Charging Cable"
66320,161149,Lightning Charging Cable,1,14.95,2019-02-19 17:50:00,"228 Highland St, San Francisco, CA 94016",2,  San Francisco (CA),14.95,17,50,1,"iPhone,Lightning Charging Cable"
66330,161159,USB-C Charging Cable,2,11.95,2019-02-21 01:43:00,"289 Chestnut St, Los Angeles, CA 90001",2,  Los Angeles (CA),23.9,1,43,1,"USB-C Charging Cable,Bose SoundSport Headphones"
66331,161159,Bose SoundSport Headphones,1,99.99,2019-02-21 01:43:00,"289 Chestnut St, Los Angeles, CA 90001",2,  Los Angeles (CA),99.99,1,43,1,"USB-C Charging Cable,Bose SoundSport Headphones"
66344,161172,iPhone,1,700.0,2019-02-02 12:59:00,"379 13th St, New York City, NY 10001",2,  New York City (NY),700.0,12,59,1,"iPhone,Lightning Charging Cable"
66345,161172,Lightning Charging Cable,1,14.95,2019-02-02 12:59:00,"379 13th St, New York City, NY 10001",2,  New York City (NY),14.95,12,59,1,"iPhone,Lightning Charging Cable"
66356,161183,iPhone,1,700.0,2019-02-14 15:08:00,"139 Dogwood St, San Francisco, CA 94016",2,  San Francisco (CA),700.0,15,8,1,"iPhone,ThinkPad Laptop"
66357,161183,ThinkPad Laptop,1,999.99,2019-02-14 15:08:00,"139 Dogwood St, San Francisco, CA 94016",2,  San Francisco (CA),999.99,15,8,1,"iPhone,ThinkPad Laptop"
66386,161212,iPhone,1,700.0,2019-02-09 17:49:00,"60 Walnut St, Seattle, WA 98101",2,  Seattle (WA),700.0,17,49,1,"iPhone,Lightning Charging Cable"
66387,161212,Lightning Charging Cable,1,14.95,2019-02-09 17:49:00,"60 Walnut St, Seattle, WA 98101",2,  Seattle (WA),14.95,17,49,1,"iPhone,Lightning Charging Cable"
66395,161220,Google Phone,1,600.0,2019-02-12 23:21:00,"560 1st St, Dallas, TX 75001",2,  Dallas (TX),600.0,23,21,1,"Google Phone,USB-C Charging Cable"
66396,161220,USB-C Charging Cable,1,11.95,2019-02-12 23:21:00,"560 1st St, Dallas, TX 75001",2,  Dallas (TX),11.95,23,21,1,"Google Phone,USB-C Charging Cable"
66420,161244,Bose SoundSport Headphones,1,99.99,2019-02-13 12:43:00,"893 2nd St, New York City, NY 10001",2,  New York City (NY),99.99,12,43,1,"Bose SoundSport Headphones,USB-C Charging Cable"
66421,161244,USB-C Charging Cable,1,11.95,2019-02-13 12:43:00,"893 2nd St, New York City, NY 10001",2,  New York City (NY),11.95,12,43,1,"Bose SoundSport Headphones,USB-C Charging Cable"
66440,161263,Bose SoundSport Headphones,1,99.99,2019-02-01 19:20:00,"819 Main St, Atlanta, GA 30301",2,  Atlanta (GA),99.99,19,20,1,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
66441,161263,AAA Batteries (4-pack),2,2.99,2019-02-01 19:20:00,"819 Main St, Atlanta, GA 30301",2,  Atlanta (GA),5.98,19,20,1,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
66460,161282,iPhone,1,700.0,2019-02-16 19:47:00,"811 Willow St, San Francisco, CA 94016",2,  San Francisco (CA),700.0,19,47,1,"iPhone,Wired Headphones"
66461,161282,Wired Headphones,1,11.99,2019-02-16 19:47:00,"811 Willow St, San Francisco, CA 94016",2,  San Francisco (CA),11.99,19,47,1,"iPhone,Wired Headphones"
66492,161313,AAA Batteries (4-pack),1,2.99,2019-02-19 11:02:00,"145 Madison St, San Francisco, CA 94016",2,  San Francisco (CA),2.99,11,2,1,"AAA Batteries (4-pack),Apple Airpods Headphones"
66493,161313,Apple Airpods Headphones,1,150.0,2019-02-19 11:02:00,"145 Madison St, San Francisco, CA 94016",2,  San Francisco (CA),150.0,11,2,1,"AAA Batteries (4-pack),Apple Airpods Headphones"
66494,161314,Wired Headphones,1,11.99,2019-02-08 10:26:00,"794 8th St, Austin, TX 73301",2,  Austin (TX),11.99,10,26,1,"Wired Headphones,Lightning Charging Cable"
66495,161314,Lightning Charging Cable,1,14.95,2019-02-08 10:26:00,"794 8th St, Austin, TX 73301",2,  Austin (TX),14.95,10,26,1,"Wired Headphones,Lightning Charging Cable"
66506,161325,27in 4K Gaming Monitor,1,389.99,2019-02-20 16:58:00,"456 Lincoln St, Boston, MA 02215",2,  Boston (MA),389.99,16,58,1,"27in 4K Gaming Monitor,20in Monitor"
66507,161325,20in Monitor,1,109.99,2019-02-20 16:58:00,"456 Lincoln St, Boston, MA 02215",2,  Boston (MA),109.99,16,58,1,"27in 4K Gaming Monitor,20in Monitor"
66519,161337,20in Monitor,1,109.99,2019-02-27 22:33:00,"127 Johnson St, New York City, NY 10001",2,  New York City (NY),109.99,22,33,1,"20in Monitor,Lightning Charging Cable"
66520,161337,Lightning Charging Cable,1,14.95,2019-02-27 22:33:00,"127 Johnson St, New York City, NY 10001",2,  New York City (NY),14.95,22,33,1,"20in Monitor,Lightning Charging Cable"
66579,161396,34in Ultrawide Monitor,1,379.99,2019-02-19 05:43:00,"828 Spruce St, Seattle, WA 98101",2,  Seattle (WA),379.99,5,43,1,"34in Ultrawide Monitor,Wired Headphones"
66580,161396,Wired Headphones,1,11.99,2019-02-19 05:43:00,"828 Spruce St, Seattle, WA 98101",2,  Seattle (WA),11.99,5,43,1,"34in Ultrawide Monitor,Wired Headphones"
66589,161405,Vareebadd Phone,1,400.0,2019-02-13 13:59:00,"994 Cherry St, Dallas, TX 75001",2,  Dallas (TX),400.0,13,59,1,"Vareebadd Phone,Bose SoundSport Headphones"
66590,161405,Bose SoundSport Headphones,1,99.99,2019-02-13 13:59:00,"994 Cherry St, Dallas, TX 75001",2,  Dallas (TX),99.99,13,59,1,"Vareebadd Phone,Bose SoundSport Headphones"
66597,161412,Google Phone,1,600.0,2019-02-01 16:52:00,"743 7th St, Dallas, TX 75001",2,  Dallas (TX),600.0,16,52,1,"Google Phone,USB-C Charging Cable"
66598,161412,USB-C Charging Cable,1,11.95,2019-02-01 16:52:00,"743 7th St, Dallas, TX 75001",2,  Dallas (TX),11.95,16,52,1,"Google Phone,USB-C Charging Cable"
66627,161441,Google Phone,1,600.0,2019-02-17 15:42:00,"962 Hickory St, New York City, NY 10001",2,  New York City (NY),600.0,15,42,1,"Google Phone,Wired Headphones"
66628,161441,Wired Headphones,1,11.99,2019-02-17 15:42:00,"962 Hickory St, New York City, NY 10001",2,  New York City (NY),11.99,15,42,1,"Google Phone,Wired Headphones"
66640,161453,Apple Airpods Headphones,1,150.0,2019-02-26 20:26:00,"281 5th St, Boston, MA 02215",2,  Boston (MA),150.0,20,26,1,"Apple Airpods Headphones,Wired Headphones"
66641,161453,Wired Headphones,1,11.99,2019-02-26 20:26:00,"281 5th St, Boston, MA 02215",2,  Boston (MA),11.99,20,26,1,"Apple Airpods Headphones,Wired Headphones"
66665,161477,Wired Headphones,1,11.99,2019-02-22 11:19:00,"50 Washington St, San Francisco, CA 94016",2,  San Francisco (CA),11.99,11,19,1,"Wired Headphones,Lightning Charging Cable"
66666,161477,Lightning Charging Cable,1,14.95,2019-02-22 11:19:00,"50 Washington St, San Francisco, CA 94016",2,  San Francisco (CA),14.95,11,19,1,"Wired Headphones,Lightning Charging Cable"
66669,161480,iPhone,1,700.0,2019-02-14 18:49:00,"426 Hickory St, Boston, MA 02215",2,  Boston (MA),700.0,18,49,1,"iPhone,Lightning Charging Cable"
66670,161480,Lightning Charging Cable,1,14.95,2019-02-14 18:49:00,"426 Hickory St, Boston, MA 02215",2,  Boston (MA),14.95,18,49,1,"iPhone,Lightning Charging Cable"
66695,161505,Google Phone,1,600.0,2019-02-03 15:32:00,"791 Spruce St, Atlanta, GA 30301",2,  Atlanta (GA),600.0,15,32,1,"Google Phone,Bose SoundSport Headphones"
66696,161505,Bose SoundSport Headphones,1,99.99,2019-02-03 15:32:00,"791 Spruce St, Atlanta, GA 30301",2,  Atlanta (GA),99.99,15,32,1,"Google Phone,Bose SoundSport Headphones"
66756,161565,Wired Headphones,1,11.99,2019-02-09 16:35:00,"916 Highland St, San Francisco, CA 94016",2,  San Francisco (CA),11.99,16,35,1,"Wired Headphones,Lightning Charging Cable"
66757,161565,Lightning Charging Cable,1,14.95,2019-02-09 16:35:00,"916 Highland St, San Francisco, CA 94016",2,  San Francisco (CA),14.95,16,35,1,"Wired Headphones,Lightning Charging Cable"
66759,161567,Apple Airpods Headphones,1,150.0,2019-02-10 11:42:00,"413 Walnut St, San Francisco, CA 94016",2,  San Francisco (CA),150.0,11,42,1,"Apple Airpods Headphones,Apple Airpods Headphones"
66760,161567,Apple Airpods Headphones,1,150.0,2019-02-10 11:42:00,"413 Walnut St, San Francisco, CA 94016",2,  San Francisco (CA),150.0,11,42,1,"Apple Airpods Headphones,Apple Airpods Headphones"
66779,161586,iPhone,1,700.0,2019-02-01 13:48:00,"515 11th St, Austin, TX 73301",2,  Austin (TX),700.0,13,48,1,"iPhone,Lightning Charging Cable"
66780,161586,Lightning Charging Cable,1,14.95,2019-02-01 13:48:00,"515 11th St, Austin, TX 73301",2,  Austin (TX),14.95,13,48,1,"iPhone,Lightning Charging Cable"
66792,161598,iPhone,1,700.0,2019-02-09 21:33:00,"89 12th St, Seattle, WA 98101",2,  Seattle (WA),700.0,21,33,1,"iPhone,Wired Headphones"
66793,161598,Wired Headphones,1,11.99,2019-02-09 21:33:00,"89 12th St, Seattle, WA 98101",2,  Seattle (WA),11.99,21,33,1,"iPhone,Wired Headphones"
66798,161603,iPhone,1,700.0,2019-02-24 21:40:00,"217 Spruce St, New York City, NY 10001",2,  New York City (NY),700.0,21,40,1,"iPhone,Lightning Charging Cable"
66799,161603,Lightning Charging Cable,2,14.95,2019-02-24 21:40:00,"217 Spruce St, New York City, NY 10001",2,  New York City (NY),29.9,21,40,1,"iPhone,Lightning Charging Cable"
66801,161605,ThinkPad Laptop,1,999.99,2019-02-20 14:47:00,"499 2nd St, San Francisco, CA 94016",2,  San Francisco (CA),999.99,14,47,1,"ThinkPad Laptop,Lightning Charging Cable"
66802,161605,Lightning Charging Cable,1,14.95,2019-02-20 14:47:00,"499 2nd St, San Francisco, CA 94016",2,  San Francisco (CA),14.95,14,47,1,"ThinkPad Laptop,Lightning Charging Cable"
66811,161614,Google Phone,1,600.0,2019-02-21 21:03:00,"598 5th St, Boston, MA 02215",2,  Boston (MA),600.0,21,3,1,"Google Phone,Bose SoundSport Headphones"
66812,161614,Bose SoundSport Headphones,1,99.99,2019-02-21 21:03:00,"598 5th St, Boston, MA 02215",2,  Boston (MA),99.99,21,3,1,"Google Phone,Bose SoundSport Headphones"
66828,161630,iPhone,1,700.0,2019-02-02 22:01:00,"973 Madison St, Los Angeles, CA 90001",2,  Los Angeles (CA),700.0,22,1,1,"iPhone,Lightning Charging Cable"
66829,161630,Lightning Charging Cable,1,14.95,2019-02-02 22:01:00,"973 Madison St, Los Angeles, CA 90001",2,  Los Angeles (CA),14.95,22,1,1,"iPhone,Lightning Charging Cable"
66877,161678,34in Ultrawide Monitor,1,379.99,2019-02-16 21:49:00,"235 Spruce St, Los Angeles, CA 90001",2,  Los Angeles (CA),379.99,21,49,1,"34in Ultrawide Monitor,USB-C Charging Cable"
66878,161678,USB-C Charging Cable,1,11.95,2019-02-16 21:49:00,"235 Spruce St, Los Angeles, CA 90001",2,  Los Angeles (CA),11.95,21,49,1,"34in Ultrawide Monitor,USB-C Charging Cable"
66884,161684,ThinkPad Laptop,1,999.99,2019-02-25 12:40:00,"393 Lakeview St, Portland, OR 97035",2,  Portland (OR),999.99,12,40,1,"ThinkPad Laptop,Apple Airpods Headphones"
66885,161684,Apple Airpods Headphones,1,150.0,2019-02-25 12:40:00,"393 Lakeview St, Portland, OR 97035",2,  Portland (OR),150.0,12,40,1,"ThinkPad Laptop,Apple Airpods Headphones"
66934,161733,AAA Batteries (4-pack),1,2.99,2019-02-20 21:13:00,"743 Johnson St, San Francisco, CA 94016",2,  San Francisco (CA),2.99,21,13,1,"AAA Batteries (4-pack),Lightning Charging Cable"
66935,161733,Lightning Charging Cable,1,14.95,2019-02-20 21:13:00,"743 Johnson St, San Francisco, CA 94016",2,  San Francisco (CA),14.95,21,13,1,"AAA Batteries (4-pack),Lightning Charging Cable"
67008,161806,iPhone,1,700.0,2019-02-16 07:55:00,"861 Ridge St, Seattle, WA 98101",2,  Seattle (WA),700.0,7,55,1,"iPhone,Apple Airpods Headphones"
67009,161806,Apple Airpods Headphones,1,150.0,2019-02-16 07:55:00,"861 Ridge St, Seattle, WA 98101",2,  Seattle (WA),150.0,7,55,1,"iPhone,Apple Airpods Headphones"
